audio_path,word,ipa,ipa_clean,source,split
data/raw/phonemeref_data/audio/rendezvous/en071791.mp3,rendezvous,/ˈrɒndivuː/,rɒndivu,wordreference,train
data\speechocean\audio\so_train_00125.wav,THANK YOU DEAR GOT,θæŋkjudɪəgət,θæŋkjudɪəgət,speechocean762,validation
data/raw/phonemeref_data/audio/occupants/en1060450.mp3,occupants,/ˈɒkjʊpənt/,ɒkjʊpənt,wordreference,train
data/raw/phonemeref_data/audio/annihilation/en1004093.mp3,annihilation,/əˌnaɪɪˈleɪʃən/,ənaɪɪleɪʃən,wordreference,train
data/raw/phonemeref_data/audio/bowers/en1010583.mp3,bowers,/ˈbaʊər/,baʊər,wordreference,train
data/raw/phonemeref_data/audio/clearing/en015626.mp3,clearing,/ˈklɪərɪŋ/,klɪərɪŋ,wordreference,train
data/raw/phonemeref_data/audio/therapists/en1089380.mp3,therapists,/ˈθɛrəpɪst/,θɛrəpɪst,wordreference,train
data/raw/phonemeref_data/audio/welding/en097382.mp3,welding,/ˈwɛldɪŋ/,wɛldɪŋ,wordreference,train
data/raw/phonemeref_data/audio/hunter/en044593.mp3,hunter,/ˈhʌntə/,hʌntə,wordreference,train
data/raw/phonemeref_data/audio/notation/en1059814.mp3,notation,/nəʊˈteɪʃən/,noʊteɪʃən,wordreference,train
data/raw/phonemeref_data/audio/underwear/en093647.mp3,underwear,/ˈʌndərwɛər/,ʌndərwɛər,wordreference,train
data/raw/phonemeref_data/audio/possessive/en1067099.mp3,possessive,/pəˈzɛsɪv/,pəzɛsɪv,wordreference,train
data/raw/phonemeref_data/audio/brand/en010179.mp3,brand,/ˈbrænd/,brænd,wordreference,train
data/raw/phonemeref_data/audio/dean/en022722.mp3,dean,/diːn/,din,wordreference,train
data/raw/phonemeref_data/audio/essays/en030769.mp3,essays,/ˈɛseɪ/,ɛseɪ,wordreference,train
data/raw/phonemeref_data/audio/jeer/en1048897.mp3,jeer,/ˈdʒɪər/,dʒɪər,wordreference,train
data/raw/phonemeref_data/audio/newcomer/en058116.mp3,newcomer,/ˈnjuːkʌmər/,njukʌmər,wordreference,train
data/raw/phonemeref_data/audio/detours/en024449.mp3,detours,/ˈdiːtʊər/,ditʊər,wordreference,train
data/raw/phonemeref_data/audio/symbol/en087533.mp3,symbol,/ˈsɪmbəl/,sɪmbəl,wordreference,train
data\speechocean\audio\so_train_01385.wav,IN SPIRITUAL TERMS IT WAS A PRIVILEGE,ɪnspɪʌɪtʃuəltɜrmzɪtwəzəprɪvəlɪdʒ,ɪnspɪʌɪtʃuəltɜrmzɪtwəzəprɪvəlɪdʒ,speechocean762,test
data/raw/phonemeref_data/audio/twinkling/en1092543.mp3,twinkling,/ˈtwɪŋklɪŋ/,twɪŋklɪŋ,wordreference,train
data/raw/phonemeref_data/audio/trials/en091934.mp3,trials,/ˈtraɪəl/,traɪəl,wordreference,train
data/raw/phonemeref_data/audio/convection/en1019488.mp3,convection,/kənˈvɛkʃən/,kənvɛkʃən,wordreference,train
data/raw/phonemeref_data/audio/breast/en010458.mp3,breast,/ˈbrɛst/,brɛst,wordreference,train
data/raw/phonemeref_data/audio/fellows/en033447.mp3,fellows,/ˈfɛləʊ/,fɛloʊ,wordreference,train
data\speechocean\audio\so_train_00200.wav,MARY WENT TO THE MATCH CLASS,mærɪwɛnttuðəmætʃklɑs,mærɪwɛnttuðəmætʃklɑs,speechocean762,validation
data/raw/phonemeref_data/audio/reparation/en1073235.mp3,reparation,/ˌrɛpəˈreɪʃən/,rɛpəreɪʃən,wordreference,train
data/raw/phonemeref_data/audio/tycoon/en093066.mp3,tycoon,/taɪˈkuːn/,taɪkun,wordreference,train
data/raw/phonemeref_data/audio/sin/en079104.mp3,sin,/ˈsɪn/,sɪn,wordreference,train
data/raw/phonemeref_data/audio/countless/en020109.mp3,countless,/ˈkaʊntləs/,kaʊntləs,wordreference,train
data/raw/phonemeref_data/audio/touring/en1090714.mp3,touring,/ˈtʊərɪŋ/,tʊərɪŋ,wordreference,train
data/raw/phonemeref_data/audio/Tunisia/en1092207.mp3,Tunisia,/tjuːˈnɪziə/,tjunɪziə,wordreference,train
data/raw/phonemeref_data/audio/carelessly/en012985.mp3,carelessly,/ˈkɛərləsli/,kɛərləsli,wordreference,train
data/raw/phonemeref_data/audio/squads/en083036.mp3,squads,/ˈskwɒd/,skwɒd,wordreference,train
data/raw/phonemeref_data/audio/crippling/en020989.mp3,crippling,/ˈkrɪplɪŋ/,krɪplɪŋ,wordreference,train
data/raw/phonemeref_data/audio/mailing/en053178.mp3,mailing,/ˈmeɪlɪŋ/,meɪlɪŋ,wordreference,train
data/raw/phonemeref_data/audio/algorithms/en1003068.mp3,algorithms,/ˈælgərɪðəm/,ælgərɪðəm,wordreference,train
data/raw/phonemeref_data/audio/twisted/en093016.mp3,twisted,/ˈtwɪstɪd/,twɪstɪd,wordreference,train
data/raw/phonemeref_data/audio/successors/en1086187.mp3,successors,/səkˈsɛsər/,səksɛsər,wordreference,train
data/raw/phonemeref_data/audio/governess/en1038530.mp3,governess,/ˈgʌvərnəs/,gʌvərnəs,wordreference,train
data/raw/phonemeref_data/audio/agony/en1002715.mp3,agony,/ˈægəni/,ægəni,wordreference,train
data/raw/phonemeref_data/audio/counterfeit/en020084.mp3,counterfeit,/ˈkaʊntərfɪt/,kaʊntərfɪt,wordreference,train
data/raw/phonemeref_data/audio/roughs/en074081.mp3,roughs,/ˈrʌf/,rʌf,wordreference,train
data/raw/phonemeref_data/audio/aristocrats/en1005308.mp3,aristocrats,/əˈrɪstəkræt/,ərɪstəkræt,wordreference,train
data/raw/phonemeref_data/audio/apparent/en003692.mp3,apparent,/əˈpærənt/,əpærənt,wordreference,train
data/raw/phonemeref_data/audio/degrading/en1022988.mp3,degrading,/dɪˈgreɪdɪŋ/,dɪgreɪdɪŋ,wordreference,train
data/raw/phonemeref_data/audio/climax/en015777.mp3,climax,/ˈklaɪmæks/,klaɪmæks,wordreference,train
data/raw/phonemeref_data/audio/expense/en031816.mp3,expense,/ɪkˈspɛns/,ɪkspɛns,wordreference,train
data/raw/phonemeref_data/audio/eel/en028680.mp3,eel,/ˈiːl/,il,wordreference,train
data/raw/phonemeref_data/audio/measured/en054461.mp3,measured,/ˈmɛʒərd/,mɛʒərd,wordreference,train
data/raw/phonemeref_data/audio/pacifics/en1062355.mp3,pacifics,/pəˈsɪfɪk/,pəsɪfɪk,wordreference,train
data/raw/phonemeref_data/audio/shaggy/en077495.mp3,shaggy,/ˈʃægi/,ʃægi,wordreference,train
data/raw/phonemeref_data/audio/final/en034036.mp3,final,/ˈfaɪnəl/,faɪnəl,wordreference,train
data/raw/phonemeref_data/audio/instinctive/en1047103.mp3,instinctive,/ɪnˈstɪŋktɪv/,ɪnstɪŋktɪv,wordreference,train
data/raw/phonemeref_data/audio/notch/en058676.mp3,notch,/ˈnɒtʃ/,nɒtʃ,wordreference,train
data/raw/phonemeref_data/audio/swarms/en087087.mp3,swarms,/ˈswɔːrm/,swɔrm,wordreference,train
data\speechocean\audio\so_train_00081.wav,IT'S NOT FISH,ɪtsnətfɪʃ,ɪtsnətfɪʃ,speechocean762,validation
data/raw/phonemeref_data/audio/costumes/en019864.mp3,costumes,/ˈkɒstjuːm/,kɒstjum,wordreference,train
data/raw/phonemeref_data/audio/timid/en1089990.mp3,timid,/ˈtɪmɪd/,tɪmɪd,wordreference,train
data/raw/phonemeref_data/audio/learning/en050346.mp3,learning,/ˈlɜːrnɪŋ/,lɜrnɪŋ,wordreference,train
data\speechocean\audio\so_train_00781.wav,I THOUGHT THIS WOULD BE SO EASY TO DRAW,aɪθɔtðɪswədbisoʊizitudrɔ,aɪθɔtðɪswədbisoʊizitudrɔ,speechocean762,validation
data/raw/phonemeref_data/audio/yelp/en1100501.mp3,yelp,/ˈjɛlp/,jɛlp,wordreference,validation
data/raw/phonemeref_data/audio/adhere/en001287.mp3,adhere,/ədˈhɪər/,ədhɪər,wordreference,train
data/raw/phonemeref_data/audio/chair/en013849.mp3,chair,/ˈtʃɛər/,tʃɛər,wordreference,train
data/raw/phonemeref_data/audio/oaths/en059116.mp3,oaths,/ˈəʊθ/,oʊθ,wordreference,train
data/raw/phonemeref_data/audio/ear/en028241.mp3,ear,/ˈɪər/,ɪər,wordreference,train
data/raw/phonemeref_data/audio/condiments/en1018210.mp3,condiments,/ˈkɒndɪmənt/,kɒndɪmənt,wordreference,train
data/raw/phonemeref_data/audio/title/en090586.mp3,title,/ˈtaɪtəl/,taɪtəl,wordreference,train
data/raw/phonemeref_data/audio/trims/en092023.mp3,trims,/ˈtrɪm/,trɪm,wordreference,train
data/raw/phonemeref_data/audio/infidels/en1046073.mp3,infidels,/ˈɪnfɪdəl/,ɪnfɪdəl,wordreference,train
data/raw/phonemeref_data/audio/dude/en027800.mp3,dude,/ˈdjuːd/,djud,wordreference,train
data/raw/phonemeref_data/audio/decay/en022846.mp3,decay,/dɪˈkeɪ/,dɪkeɪ,wordreference,train
data/raw/phonemeref_data/audio/wasteful/en096823.mp3,wasteful,/ˈweɪstfʊl/,weɪstfʊl,wordreference,train
data/raw/phonemeref_data/audio/restrains/en072674.mp3,restrains,/rɪˈstreɪn/,rɪstreɪn,wordreference,train
data/raw/phonemeref_data/audio/offshoot/en1060596.mp3,offshoot,/ˈɒfʃuːt/,ɒfʃut,wordreference,train
data/raw/phonemeref_data/audio/windowpanes/en1099322.mp3,windowpanes,/ˈwɪndəʊˌpeɪn/,wɪndoʊpeɪn,wordreference,train
data/raw/phonemeref_data/audio/entertainers/en1029785.mp3,entertainers,/ˌɛntərˈteɪnər/,ɛntərteɪnər,wordreference,train
data/raw/phonemeref_data/audio/burdensome/en011756.mp3,burdensome,/ˈbɜːrdənsəm/,bɜrdənsəm,wordreference,train
data\speechocean\audio\so_train_00601.wav,PETER LIKES ICE SKATING,pitɜrlaɪksaɪsskeɪtɪŋ,pitɜrlaɪksaɪsskeɪtɪŋ,speechocean762,validation
data/raw/phonemeref_data/audio/renewal/en071825.mp3,renewal,/rɪˈnjuːəl/,rɪnjuəl,wordreference,train
data/raw/phonemeref_data/audio/dragons/en027166.mp3,dragons,/ˈdrægən/,drægən,wordreference,train
data/raw/phonemeref_data/audio/gaze/en037899.mp3,gaze,/ˈgeɪz/,geɪz,wordreference,train
data/raw/phonemeref_data/audio/exquisite/en1031569.mp3,exquisite,/ɪkˈskwɪzɪt/,ɪkskwɪzɪt,wordreference,train
data/raw/phonemeref_data/audio/mansion/en053624.mp3,mansion,/ˈmænʃən/,mænʃən,wordreference,train
data/raw/phonemeref_data/audio/thanksgiving/en1089276.mp3,thanksgiving,/ˈθæŋksgɪvɪŋ/,θæŋksgɪvɪŋ,wordreference,train
data/raw/phonemeref_data/audio/collage/en016581.mp3,collage,/kəˈlɑːʒ/,kəlɑʒ,wordreference,train
data/raw/phonemeref_data/audio/interruption/en1047669.mp3,interruption,/ˌɪntəˈrʌpʃən/,ɪntərʌpʃən,wordreference,train
data/raw/phonemeref_data/audio/venues/en095371.mp3,venues,/ˈvɛnjuː/,vɛnju,wordreference,train
data/raw/phonemeref_data/audio/spotted/en082811.mp3,spotted,/ˈspɒtɪd/,spɒtɪd,wordreference,train
data/raw/phonemeref_data/audio/squire/en083137.mp3,squire,/ˈskwaɪər/,skwaɪər,wordreference,train
data/raw/phonemeref_data/audio/alleges/en002488.mp3,alleges,/əˈlɛdʒ/,əlɛdʒ,wordreference,train
data/raw/phonemeref_data/audio/shipwreck/en078034.mp3,shipwreck,/ˈʃɪprɛk/,ʃɪprɛk,wordreference,train
data/raw/phonemeref_data/audio/appropriate/en004017.mp3,appropriate,/əˈprəʊpriət/,əproʊpriət,wordreference,train
data/raw/phonemeref_data/audio/tramp/en091507.mp3,tramp,/ˈtræmp/,træmp,wordreference,train
data/raw/phonemeref_data/audio/parachute/en061806.mp3,parachute,/ˈpærəʃuːt/,pærəʃut,wordreference,train
data/raw/phonemeref_data/audio/hindus/en1041869.mp3,hindus,/ˈhɪnduː/,hɪndu,wordreference,train
data/raw/phonemeref_data/audio/vestige/en1096571.mp3,vestige,/ˈvɛstɪdʒ/,vɛstɪdʒ,wordreference,train
data/raw/phonemeref_data/audio/timing/en090425.mp3,timing,/ˈtaɪmɪŋ/,taɪmɪŋ,wordreference,train
data/raw/phonemeref_data/audio/derby/en1023758.mp3,derby,/ˈdɑːbi/,dɑbi,wordreference,train
data/raw/phonemeref_data/audio/Australian/en1006402.mp3,Australian,/ɒˈstreɪliən/,ɒstreɪliən,wordreference,train
data/raw/phonemeref_data/audio/unkind/en094019.mp3,unkind,/ʌnˈkaɪnd/,ʌnkaɪnd,wordreference,train
data/raw/phonemeref_data/audio/manure/en053690.mp3,manure,/məˈnjʊər/,mənjʊər,wordreference,train
data/raw/phonemeref_data/audio/tremor/en091880.mp3,tremor,/ˈtrɛmər/,trɛmər,wordreference,train
data/raw/phonemeref_data/audio/intimates/en047290.mp3,intimates,/ˈɪntɪmət/,ɪntɪmət,wordreference,train
data/raw/phonemeref_data/audio/priority/en066849.mp3,priority,/praɪˈɒrɪti/,praɪɒrɪti,wordreference,train
data\speechocean\audio\so_train_01324.wav,WHY HAD HE TURNED,waɪhædhitɜrnd,waɪhædhitɜrnd,speechocean762,test
data/raw/phonemeref_data/audio/rock/en073787.mp3,rock,/ˈrɒk/,rɒk,wordreference,train
data/raw/phonemeref_data/audio/intro/en1047884.mp3,intro,/ˈɪntrəʊ/,ɪntroʊ,wordreference,train
data/raw/phonemeref_data/audio/margins/en053782.mp3,margins,/ˈmɑːrdʒɪn/,mɑrdʒɪn,wordreference,train
data/raw/phonemeref_data/audio/microphone/en1055963.mp3,microphone,/ˈmaɪkrəfəʊn/,maɪkrəfoʊn,wordreference,train
data/raw/phonemeref_data/audio/petitioners/en1064959.mp3,petitioners,/pɪˈtɪʃənə/,pɪtɪʃənə,wordreference,train
data\speechocean\audio\so_train_01624.wav,WOULD SHE WIN HIM,wʊdʃiwɪnhɪm,wʊdʃiwɪnhɪm,speechocean762,test
data/raw/phonemeref_data/audio/veal/en095247.mp3,veal,/ˈviːl/,vil,wordreference,train
data/raw/phonemeref_data/audio/intermediary/en1047521.mp3,intermediary,/ˌɪntərˈmiːdiəri/,ɪntərmidiəri,wordreference,train
data/raw/phonemeref_data/audio/aspiring/en1005776.mp3,aspiring,/əˈspaɪərɪŋ/,əspaɪərɪŋ,wordreference,train
data/raw/phonemeref_data/audio/homeless/en043736.mp3,homeless,/ˈhəʊmləs/,hoʊmləs,wordreference,train
data/raw/phonemeref_data/audio/ranks/en069449.mp3,ranks,/ˈræŋk/,ræŋk,wordreference,train
data/raw/phonemeref_data/audio/celebrates/en013601.mp3,celebrates,/ˈsɛlɪbreɪt/,sɛlɪbreɪt,wordreference,train
data/raw/phonemeref_data/audio/segments/en1078169.mp3,segments,/ˈsɛgmənt/,sɛgmənt,wordreference,train
data/raw/phonemeref_data/audio/brunettes/en011226.mp3,brunettes,/bruːˈnɛt/,brunɛt,wordreference,train
data/raw/phonemeref_data/audio/fanatic/en1032319.mp3,fanatic,/fəˈnætɪk/,fənætɪk,wordreference,train
data/raw/phonemeref_data/audio/cordials/en1019786.mp3,cordials,/ˈkɔːrdiəl/,kɔrdiəl,wordreference,train
data/raw/phonemeref_data/audio/integrates/en046927.mp3,integrates,/ˈɪntɪgreɪt/,ɪntɪgreɪt,wordreference,train
data/raw/phonemeref_data/audio/shimmy/en1079466.mp3,shimmy,/ˈʃɪmɪ/,ʃɪmɪ,wordreference,train
data/raw/phonemeref_data/audio/depression/en023937.mp3,depression,/dɪˈprɛʃən/,dɪprɛʃən,wordreference,train
data/raw/phonemeref_data/audio/passing/en062237.mp3,passing,/ˈpɑːsɪŋ/,pɑsɪŋ,wordreference,train
data/raw/phonemeref_data/audio/bandits/en1007279.mp3,bandits,/ˈbændɪt/,bændɪt,wordreference,train
data\speechocean\audio\so_train_00171.wav,SHALL WE GO HOME,ʃælwigoʊhoʊm,ʃælwigoʊhoʊm,speechocean762,validation
data/raw/phonemeref_data/audio/accrue/en000666.mp3,accrue,/əˈkruː/,əkru,wordreference,train
data\speechocean\audio\so_train_00116.wav,LUCY IS GOING TO SEE HORSE,lusiɪzgoʊɪŋtusihɔs,lusiɪzgoʊɪŋtusihɔs,speechocean762,validation
data/raw/phonemeref_data/audio/bravo/en1010886.mp3,bravo,/ˌbrɑːˈvəʊ/,brɑvoʊ,wordreference,train
data/raw/phonemeref_data/audio/fires/en034171.mp3,fires,/ˈfaɪər/,faɪər,wordreference,train
data/raw/phonemeref_data/audio/garb/en1036500.mp3,garb,/ˈgɑːrb/,gɑrb,wordreference,train
data/raw/phonemeref_data/audio/monarchy/en1057289.mp3,monarchy,/ˈmɒnərki/,mɒnərki,wordreference,train
data/raw/phonemeref_data/audio/shivers/en078069.mp3,shivers,/ˈʃɪvər/,ʃɪvər,wordreference,train
data/raw/phonemeref_data/audio/atone/en1006035.mp3,atone,/əˈtəʊn/,ətoʊn,wordreference,train
data/raw/phonemeref_data/audio/pay/en062583.mp3,pay,/ˈpeɪ/,peɪ,wordreference,train
data/raw/phonemeref_data/audio/laggards/en1050341.mp3,laggards,/ˈlæɡəd/,lægəd,wordreference,train
data/raw/phonemeref_data/audio/rifle/en073375.mp3,rifle,/ˈraɪfəl/,raɪfəl,wordreference,train
data/raw/phonemeref_data/audio/fountains/en036386.mp3,fountains,/ˈfaʊntɪn/,faʊntɪn,wordreference,train
data/raw/phonemeref_data/audio/splinter/en082575.mp3,splinter,/ˈsplɪntər/,splɪntər,wordreference,train
data/raw/phonemeref_data/audio/orange/en060094.mp3,orange,/ˈɒrɪndʒ/,ɒrɪndʒ,wordreference,train
data/raw/phonemeref_data/audio/satchel/en1076561.mp3,satchel,/ˈsætʃəl/,sætʃəl,wordreference,train
data/raw/phonemeref_data/audio/rankings/en069455.mp3,rankings,/ˈræŋkɪŋ/,ræŋkɪŋ,wordreference,train
data/raw/phonemeref_data/audio/efficient/en028756.mp3,efficient,/ɪˈfɪʃənt/,ɪfɪʃənt,wordreference,train
data/raw/phonemeref_data/audio/tonnes/en1090424.mp3,tonnes,/ˈtʌn/,tʌn,wordreference,train
data/raw/phonemeref_data/audio/nonetheless/en058460.mp3,nonetheless,/ˌnʌnðəˈlɛs/,nʌnðəlɛs,wordreference,train
data\speechocean\audio\so_train_01234.wav,SWEET YOU LOOK SO BEAUTIFUL TODAY,switjulʊksoʊbjutɪfltədeɪ,switjulʊksoʊbjutɪfltədeɪ,speechocean762,test
data\speechocean\audio\so_train_00087.wav,FOUR THREE FOUR TWO,fɔθrifɔtu,fɔθrifɔtu,speechocean762,validation
data/raw/phonemeref_data/audio/disables/en025271.mp3,disables,/dɪˈseɪbəl/,dɪseɪbəl,wordreference,train
data/raw/phonemeref_data/audio/bible/en008043.mp3,bible,/ˈbaɪbəl/,baɪbəl,wordreference,train
data/raw/phonemeref_data/audio/presumably/en066490.mp3,presumably,/prɪˈzjuːməbli/,prɪzjuməbli,wordreference,train
data/raw/phonemeref_data/audio/gut/en040882.mp3,gut,/ˈɡʌt/,gʌt,wordreference,train
data/raw/phonemeref_data/audio/phase/en063540.mp3,phase,/ˈfeɪz/,feɪz,wordreference,train
data/raw/phonemeref_data/audio/referral/en070710.mp3,referral,/rɪˈfɜːrəl/,rɪfɜrəl,wordreference,train
data/raw/phonemeref_data/audio/limousines/en1052074.mp3,limousines,/lɪməˈziːn/,lɪməzin,wordreference,train
data/raw/phonemeref_data/audio/perfect/en063106.mp3,perfect,/ˈpɜːrfɪkt/,pɜrfɪkt,wordreference,train
data/raw/phonemeref_data/audio/strikes/en085119.mp3,strikes,/ˈstraɪk/,straɪk,wordreference,train
data/raw/phonemeref_data/audio/cordial/en1019786.mp3,cordial,/ˈkɔːrdiəl/,kɔrdiəl,wordreference,train
data/raw/phonemeref_data/audio/stunning/en085521.mp3,stunning,/ˈstʌnɪŋ/,stʌnɪŋ,wordreference,train
data/raw/phonemeref_data/audio/interprets/en047192.mp3,interprets,/ɪnˈtɜːrprɪt/,ɪntɜrprɪt,wordreference,train
data/raw/phonemeref_data/audio/piper/en1065664.mp3,piper,/ˈpaɪpə/,paɪpə,wordreference,train
data/raw/phonemeref_data/audio/dope/en026879.mp3,dope,/ˈdəʊp/,doʊp,wordreference,train
data/raw/phonemeref_data/audio/wanes/en096442.mp3,wanes,/ˈweɪn/,weɪn,wordreference,train
data/raw/phonemeref_data/audio/suggests/en086045.mp3,suggests,/səˈdʒɛst/,sədʒɛst,wordreference,train
data/raw/phonemeref_data/audio/propositions/en067569.mp3,propositions,/ˌprɒpəˈzɪʃən/,prɒpəzɪʃən,wordreference,train
data/raw/phonemeref_data/audio/boredom/en009664.mp3,boredom,/ˈbɔːrdəm/,bɔrdəm,wordreference,train
data\speechocean\audio\so_train_00616.wav,MIKE ATE A LITTLE RICE,maɪkeɪtəlɪtlraɪs,maɪkeɪtəlɪtlraɪs,speechocean762,validation
data/raw/phonemeref_data/audio/none/en058455.mp3,none,/ˈnʌn/,nʌn,wordreference,train
data/raw/phonemeref_data/audio/personification/en1064762.mp3,personification,/pərˌsɒnɪfɪˈkeɪʃən/,pərsɒnɪfɪkeɪʃən,wordreference,train
data/raw/phonemeref_data/audio/prospers/en1069253.mp3,prospers,/ˈprɒspər/,prɒspər,wordreference,train
data/raw/phonemeref_data/audio/martyrdom/en1054618.mp3,martyrdom,/ˈmɑːrtərdəm/,mɑrtərdəm,wordreference,train
data/raw/phonemeref_data/audio/outlay/en060568.mp3,outlay,/ˈaʊtleɪ/,aʊtleɪ,wordreference,train
data/raw/phonemeref_data/audio/groundhog/en040473.mp3,groundhog,/ˈgraʊndhɒg/,graʊndhɒg,wordreference,train
data/raw/phonemeref_data/audio/storehouse/en1085235.mp3,storehouse,/ˈstɔːrhaʊs/,stɔrhaʊs,wordreference,train
data/raw/phonemeref_data/audio/changing/en013996.mp3,changing,/ˈtʃeɪndʒɪŋ/,tʃeɪndʒɪŋ,wordreference,train
data/raw/phonemeref_data/audio/stations/en083878.mp3,stations,/ˈsteɪʃən/,steɪʃən,wordreference,train
data/raw/phonemeref_data/audio/tarpaulins/en1088175.mp3,tarpaulins,/tɑːrˈpɔːlɪn/,tɑrpɔlɪn,wordreference,train
data/raw/phonemeref_data/audio/prescriptive/en1068032.mp3,prescriptive,/prɪˈskrɪptɪv/,prɪskrɪptɪv,wordreference,train
data/raw/phonemeref_data/audio/subtly/en085802.mp3,subtly,/ˈsʌtli/,sʌtli,wordreference,train
data/raw/phonemeref_data/audio/nocturnal/en1059494.mp3,nocturnal,/nɒkˈtɜːrnəl/,nɒktɜrnəl,wordreference,train
data/raw/phonemeref_data/audio/imagery/en045096.mp3,imagery,/ˈɪmɪdʒəri/,ɪmɪdʒəri,wordreference,train
data/raw/phonemeref_data/audio/definite/en023272.mp3,definite,/ˈdɛfɪnɪt/,dɛfɪnɪt,wordreference,train
data/raw/phonemeref_data/audio/tiring/en090554.mp3,tiring,/ˈtaɪərɪŋ/,taɪərɪŋ,wordreference,train
data/raw/phonemeref_data/audio/eclectic/en1028213.mp3,eclectic,/ɪˈklɛktɪk/,ɪklɛktɪk,wordreference,train
data/raw/phonemeref_data/audio/cube/en1021072.mp3,cube,/ˈkjuːb/,kjub,wordreference,train
data/raw/phonemeref_data/audio/ghostly/en1037268.mp3,ghostly,/ˈgəʊstli/,goʊstli,wordreference,train
data/raw/phonemeref_data/audio/TV/en092842.mp3,TV,/ˌtiːˈviː/,tivi,wordreference,train
data/raw/phonemeref_data/audio/go/en038980.mp3,go,/ˈwɛnt/,wɛnt,wordreference,train
data/raw/phonemeref_data/audio/statue/en083926.mp3,statue,/ˈstætʃuː/,stætʃu,wordreference,train
data/raw/phonemeref_data/audio/deplorable/en1023624.mp3,deplorable,/dɪˈplɔːrəbəl/,dɪplɔrəbəl,wordreference,train
data/raw/phonemeref_data/audio/settlements/en077227.mp3,settlements,/ˈsɛtəlmənt/,sɛtəlmənt,wordreference,train
data/raw/phonemeref_data/audio/nieces/en058235.mp3,nieces,/ˈniːs/,nis,wordreference,train
data/raw/phonemeref_data/audio/adjacent/en001293.mp3,adjacent,/əˈdʒeɪsənt/,ədʒeɪsənt,wordreference,train
data/raw/phonemeref_data/audio/supper/en086470.mp3,supper,/ˈsʌpər/,sʌpər,wordreference,train
data/raw/phonemeref_data/audio/oceans/en059396.mp3,oceans,/ˈəʊʃən/,oʊʃən,wordreference,train
data/raw/phonemeref_data/audio/extensions/en032077.mp3,extensions,/ɪkˈstɛnʃən/,ɪkstɛnʃən,wordreference,train
data/raw/phonemeref_data/audio/explosives/en1031475.mp3,explosives,/ɪkˈspləʊsɪv/,ɪksploʊsɪv,wordreference,train
data/raw/phonemeref_data/audio/hosts/en044139.mp3,hosts,/ˈhəʊst/,hoʊst,wordreference,train
data/raw/phonemeref_data/audio/jogs/en048252.mp3,jogs,/ˈdʒɒg/,dʒɒg,wordreference,train
data/raw/phonemeref_data/audio/ford/en1034798.mp3,ford,/'fɔːd/,'fɔd,wordreference,train
data/raw/phonemeref_data/audio/drams/en1026965.mp3,drams,/ˈdræm/,dræm,wordreference,train
data/raw/phonemeref_data/audio/failure/en032500.mp3,failure,/ˈfeɪljər/,feɪljər,wordreference,train
data/raw/phonemeref_data/audio/subtle/en085783.mp3,subtle,/ˈsʌtəl/,sʌtəl,wordreference,train
data/raw/phonemeref_data/audio/stabs/en083170.mp3,stabs,/ˈstæb/,stæb,wordreference,train
data/raw/phonemeref_data/audio/sockets/en081155.mp3,sockets,/ˈsɒkɪt/,sɒkɪt,wordreference,train
data/raw/phonemeref_data/audio/type/en093073.mp3,type,/ˈtaɪp/,taɪp,wordreference,train
data/raw/phonemeref_data/audio/graphic/en039774.mp3,graphic,/ˈgræfɪk/,græfɪk,wordreference,train
data/raw/phonemeref_data/audio/dames/en1021787.mp3,dames,/ˈdeɪm/,deɪm,wordreference,train
data/raw/phonemeref_data/audio/worry/en099257.mp3,worry,/ˈwʌri/,wʌri,wordreference,train
data/raw/phonemeref_data/audio/logical/en1052728.mp3,logical,/ˈlɒdʒɪkəl/,lɒdʒɪkəl,wordreference,train
data/raw/phonemeref_data/audio/phallic/en1065039.mp3,phallic,/ˈfælɪk/,fælɪk,wordreference,train
data\speechocean\audio\so_train_01390.wav,FINAL RACE OF THE SEASON TODAY,faɪnlreɪsəvðəsizntədeɪ,faɪnlreɪsəvðəsizntədeɪ,speechocean762,test
data/raw/phonemeref_data/audio/empty/en029473.mp3,empty,/ˈɛmpti/,ɛmpti,wordreference,train
data/raw/phonemeref_data/audio/garnish/en037763.mp3,garnish,/ˈgɑːrnɪʃ/,gɑrnɪʃ,wordreference,train
data/raw/phonemeref_data/audio/sues/en085953.mp3,sues,/sy/,sy,wordreference,train
data\speechocean\audio\so_train_00665.wav,TINA IS CLEANING THE CAR,tinəɪzklinɪŋðəkɑr,tinəɪzklinɪŋðəkɑr,speechocean762,validation
data/raw/phonemeref_data/audio/celery/en013630.mp3,celery,/ˈsɛləri/,sɛləri,wordreference,train
data/raw/phonemeref_data/audio/boulevards/en1010482.mp3,boulevards,/ˈbuːləvɑːrd/,buləvɑrd,wordreference,train
data/raw/phonemeref_data/audio/palatable/en1062556.mp3,palatable,/ˈpælətəbəl/,pælətəbəl,wordreference,train
data/raw/phonemeref_data/audio/approximation/en1004928.mp3,approximation,/əˌprɒksɪˈmeɪʃən/,əprɒksɪmeɪʃən,wordreference,train
data/raw/phonemeref_data/audio/tables/en087676.mp3,tables,/ˈteɪbəl/,teɪbəl,wordreference,train
data/raw/phonemeref_data/audio/ingrained/en1046430.mp3,ingrained,/ɪnˈgreɪnd/,ɪngreɪnd,wordreference,train
